0+18.50,RC48496,949317.646,685561.91,4616.874,BEND,BEND:PIPE_BEND_TYPE_D,OVB,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,1.5,BEND:HORIZ_ANGLE,1.5,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A500514,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+19.00,RC48497,949317.632,685561.975,4616.924,PIPE,PIPE:JOINT,2JT-93,PIPE:JOINT LENGTH,44.9,PIPE:PIPE_LENGTH_HEAT_NUMBER,A500514,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+19.50,RC48498,949289.293,685539.423,4616.352,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+20.00,RC48499,949287.273,685543.515,4611.399,WELD,WELD:DOC,4.8,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-90,WELD:WELDER_ID,D54-L92-L84,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L84,WELD:WELDER_ID_CAP,L84,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+20.50,RC48500,949278.028,685537.888,4609.525,BEND,BEND:PIPE_BEND_TYPE_D,SAG,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,1.5,BEND:HORIZ_ANGLE,1.5,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A500514,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+21.00,RC48501,949259.587,685526.921,4606.441,BEND,BEND:PIPE_BEND_TYPE_D,SAG,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,2,BEND:HORIZ_ANGLE,2,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A500514,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+21.50,RC48502,949259.679,685527.009,4606.457,PIPE,PIPE:JOINT,2JT-91,PIPE:JOINT LENGTH,44.9,PIPE:PIPE_LENGTH_HEAT_NUMBER,A50051,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+22.00,RC48503,949250.219,685518.187,4610.085,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+22.50,RC48504,949249.329,685520.807,4605.122,WELD,WELD:DOC,5,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-83,WELD:WELDER_ID,D54-L92-L86,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L86,WELD:WELDER_ID_CAP,L86,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+23.00,RC48505,949229.98,685509.384,4602.748,PIPE,PIPE:JOINT,2JT-90,PIPE:JOINT LENGTH,44.9,PIPE:PIPE_LENGTH_HEAT_NUMBER,A500514,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+23.50,RC48506,949212.072,685496.347,4605.865,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+24.00,RC48507,949210.785,685498.075,4600.784,WELD,WELD:DOC,5,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-82,WELD:WELDER_ID,D54-L92-L56,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L56,WELD:WELDER_ID_CAP,L56,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+24.50,RC48508,949183.357,685481.853,4597.877,BEND,BEND:PIPE_BEND_TYPE_D,SAG,BEND:TECHNIQUE_D,FIELD BEND,BEND:BEND_RADIUS,1.5,BEND:HORIZ_ANGLE,1.5,BEND:VERT_ANGLE,1,BEND:HEAT_NUMBER,A500514,BEND:FABRICATOR_NAME,JO MAX,BEND:STD_APC_TAG_NUMBER,UNKNOWN,BEND:STD_COMMENTS,,BEND:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+25.00,RC48509,949183.454,685481.724,4598.034,PIPE,PIPE:JOINT,2JT-89,PIPE:JOINT LENGTH,44.9,PIPE:PIPE_LENGTH_HEAT_NUMBER,A500514,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+25.50,RC48510,949173.209,685473.545,4601.967,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+26.00,RC48511,949172.426,685475.327,4596.991,WELD,WELD:DOC,5,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-81,WELD:WELDER_ID,D54-L92-L84,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L84,WELD:WELDER_ID_CAP,L84,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+26.50,RC48512,949150.66,685462.806,4595.269,PIPE,PIPE:JOINT,2JT-88,PIPE:JOINT LENGTH,44.9,PIPE:PIPE_LENGTH_HEAT_NUMBER,A500514,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+27.00,RC48513,949134.424,685450.84,4598.732,NG,NG:STD_COMMENTS,DIRT,NG:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+27.50,RC48514,949133.654,685452.757,4593.985,WELD,WELD:DOC,4.8,WELD:MEASUREMENT_METHOD_D,SURVEY,WELD:X_RAY_NUMBER,A-2ML-80,WELD:WELDER_ID,D54-L92-L86,WELD:WELD_PASS_LF,YES,WELD:WELDER_ID_BEAD,D54,WELD:WELDER_ID_HOT_PASS,L92,WELD:WELDER_ID_HOT_FILL,L86,WELD:WELDER_ID_CAP,L86,WELD:WELD_THICKNESS,0.25,WELD:WELD_CONDITION_D,EXCELLENT,WELD:EXT_COATING_TYPE_D,WRAP,WELD:EXT_COATING_SUBTYPE_D,UNKNOWN,WELD:EXT_COATING_MATERIAL_D,RD-6,WELD:EXT_COATING_THICKNESS,UNKNOWN,WELD:EXT_COATING_MNFCTR_D,UNKNOWN,WELD:EXT_COATING_PRODUCT_NAME,UNKNOWN,WELD:EXT_COATING_APLCTR_D,UNKNOWN,WELD:EXT_COATING_WHR_APLD_D,ON SITE,WELD:EXT_COATING_DATE_APPLIED,4/17/2025,WELD:STD_COMMENTS,,WELD:STD_DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+28.00,RC48515,949114.144,685441.518,4592.965,PIPE,PIPE:JOINT,2JT-87,PIPE:JOINT LENGTH,44.9,PIPE:PIPE_LENGTH_HEAT_NUMBER,A501525,PIPE:ABOVE_GROUND_STATUS_D,BELOW GROUND,PIPE:CATH_PRTCTN_RNG_PRT_LF_D,YES,PIPE:CATH_PRTCTN_RNG_TYPE_D,MAGNESIUM BAGS,PIPE:PIPE_LENGTH_END_TREATMENT_D,UNKNOWN,PIPE:PIPE_SEG_MANUFACTURER_D,AXIS,PIPE:PIPE_SEG_DATE_MANUFACTURED,4/17/2025,PIPE:PIPE_SEG_MILL_LOC_D,UNKNOWN,PIPE:PIPE_SEG_MILL_TST_PRESSURE,2050,PIPE:PIPE_SEG_MATERIAL_D,STEEL,PIPE:PIPE_SEG_NML_DIAM_D,12,PIPE:PIPE_SEG_NML_WAL_THICKNS_G_D,0.25,PIPE:PIPE_SEG_PIPE_LNG_SEAM_D,OTHER,PIPE:PIPE_SEG_SPECIFICATION_D,API 5L,PIPE:PIPE_SEG_PIPE_GRADE_D,X52M,PIPE:PIPE_SEG_SMYS_D,Unknown,PIPE:MAOP_RATING,0,PIPE:EXT_COATING_TYPE_D,FBE,PIPE:EXT_COATING_SUBTYPE_D,FBE,PIPE:EXT_COATING_MATERIAL_D,AXIS PIPE,PIPE:EXT_COATING_THICKNESS,UNKNOWN,PIPE:EXT_COATING_MNFCTR_D,VALSPAR,PIPE:EXT_COATING_PRODUCT_NAME,UNKNOWN,PIPE:EXT_COATING_APLCTR_D,UNKNOWN,PIPE:EXT_COATING_WHR_APLD_D,UNKNOWN,PIPE:EXT_COATING_DATE_APPLIED,4/17/2025,PIPE:INT_COATING_TYPE_D,BARE,PIPE:INT_COATING_SUBTYPE_D,UNKNOWN,PIPE:INT_COATING_MATERIAL_D,BARE,PIPE:INT_COATING_MNFCTR_D,UNKNOWN,PIPE:INT_COATING_PRODUCT_NAME,NONE,PIPE:BEDDING_MATERIAL_D,NATIVE SOIL,PIPE:STD_COMMENTS,,PIPE:STD_DESCRIPTION
0+28.50,RC48585,912887.531,677689.637,4728.085,CKS,CKS:CHECK_SHOT_ID,BS130,CKS:MONUMENT #,CHECK IN,CKS:CREW_IDENTIFIER,TOPOGRAPHIC,CKS:STD_COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0+29.00,BS130,912887.49,677689.579,4727.9,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
